Response,Joint_cooperation_score,Food_sharing,Coalition,Sex_combination,Observation_effort,Individual1,Individual2,Dyad
2,-1.510287611,-0.223848431,1.961078258,F_F,6.419994928,Ind2,Ind8,Ind2_Ind8
0,-1.612474536,-0.223848431,-0.311082799,F_M,5.38907173,Ind31,Ind2,Ind2_Ind31
1,-0.253810779,-0.223848431,0.535462643,F_F,6.71417053,Ind2,Ind29,Ind2_Ind29
2,1.220688862,-0.223848431,0.636680033,F_F,6.601230119,Ind2,Ind11,Ind2_Ind11
0,-0.230066741,-0.223848431,-0.311082799,F_F,6.464588304,Ind5,Ind2,Ind2_Ind5
0,0.369880089,-0.223848431,2.298219363,F_M,6.687108608,Ind4,Ind14,Ind4_Ind14
0,0.110858896,0.852705467,4.076045784,F_F,6.167516491,Ind1,Ind14,Ind1_Ind14
0,-0.454414038,-0.223848431,-0.311082799,F_F,6.206575927,Ind18,Ind14,Ind14_Ind18
0,0.557257121,-0.223848431,-0.311082799,F_F,5.886104031,Ind10,Ind14,Ind10_Ind14
0,-0.577512199,-0.223848431,-0.311082799,F_M,5.758901774,Ind14,Ind9,Ind9_Ind14
0,-0.043554613,-0.223848431,2.524500309,F_F,6.198478716,Ind14,Ind17,Ind14_Ind17
0,-0.396264321,-0.223848431,0.773759261,F_M,6.466144724,Ind16,Ind14,Ind14_Ind16
0,-0.504116852,0.183380918,3.561140922,F_F,7.139660336,Ind14,Ind28,Ind14_Ind28
3,-1.067535588,-0.223848431,5.32343614,F_F,7.121252453,Ind6,Ind14,Ind6_Ind14
1,-0.284239845,0.261975797,4.308476437,F_F,6.963189986,Ind20,Ind14,Ind14_Ind20
1,-0.818042914,-0.223848431,3.405898256,F_F,7.026426809,Ind14,Ind24,Ind14_Ind24
8,-0.918993707,-0.223848431,2.270058532,F_F,6.985641818,Ind8,Ind14,Ind8_Ind14
0,-1.021180632,-0.223848431,-0.311082799,F_M,6.251903883,Ind31,Ind14,Ind14_Ind31
7,0.337483125,-0.223848431,3.602260509,F_F,7.262628601,Ind14,Ind29,Ind14_Ind29
8,1.811982766,-0.223848431,1.242488347,F_F,7.205635176,Ind11,Ind14,Ind11_Ind14
0,0.361227163,-0.223848431,0.932327976,F_F,7.022868086,Ind5,Ind14,Ind5_Ind14
0,0.958738016,-0.223848431,-0.311082799,M_M,6.12249281,Ind27,Ind4,Ind4_Ind27
0,0.699716824,-0.223848431,-0.311082799,F_M,5.517452896,Ind27,Ind1,Ind1_Ind27
0,0.134443889,-0.223848431,-0.311082799,F_M,5.638354669,Ind18,Ind27,Ind18_Ind27
0,1.146115049,-0.223848431,-0.311082799,F_M,5.147494477,Ind10,Ind27,Ind10_Ind27
0,0.011345729,-0.223848431,-0.311082799,M_M,5.117993812,Ind9,Ind27,Ind9_Ind27
2,0.545303315,-0.223848431,-0.311082799,F_M,5.645446898,Ind27,Ind17,Ind17_Ind27
0,0.192593606,-0.223848431,-0.311082799,M_M,5.869296913,Ind16,Ind27,Ind16_Ind27
2,0.084741076,-0.223848431,-0.311082799,F_M,6.833031733,Ind27,Ind28,Ind27_Ind28
1,-0.478677661,-0.223848431,-0.311082799,F_M,6.779921907,Ind6,Ind27,Ind6_Ind27
1,0.304618083,-0.223848431,-0.311082799,F_M,6.617402978,Ind27,Ind20,Ind20_Ind27
0,-0.229184987,-0.223848431,-0.311082799,F_M,6.670766321,Ind27,Ind24,Ind24_Ind27
0,-0.33013578,-0.223848431,-0.311082799,F_M,6.628041376,Ind27,Ind8,Ind8_Ind27
0,-0.432322705,-0.223848431,-0.311082799,M_M,5.814130532,Ind31,Ind27,Ind27_Ind31
3,0.926341052,-0.223848431,0.378199261,F_M,6.91968385,Ind27,Ind29,Ind27_Ind29
19,2.400840694,-0.223848431,-0.311082799,F_M,6.88550967,Ind27,Ind11,Ind11_Ind27
0,0.950085091,-0.223848431,-0.311082799,F_M,6.673297968,Ind27,Ind5,Ind5_Ind27
0,1.613875539,-0.223848431,-0.311082799,F_M,6.150602768,Ind4,Ind30,Ind4_Ind30
0,1.354854346,-0.223848431,2.331165097,F_F,5.575949103,Ind1,Ind30,Ind1_Ind30
0,0.789581412,-0.223848431,-0.311082799,F_F,5.648974238,Ind30,Ind18,Ind18_Ind30
0,1.801252572,-0.223848431,-0.311082799,F_F,5.176149733,Ind10,Ind30,Ind10_Ind30
0,0.666483252,-0.223848431,-0.311082799,F_M,5.272999559,Ind30,Ind9,Ind9_Ind30
0,1.200440838,-0.223848431,-0.311082799,F_F,5.613128106,Ind17,Ind30,Ind17_Ind30
0,0.847731129,-0.223848431,-0.311082799,F_M,5.899897354,Ind30,Ind16,Ind16_Ind30
0,0.739878598,0.339835662,0.454618018,F_F,6.814542897,Ind28,Ind30,Ind28_Ind30
2,0.176459862,-0.223848431,0.525312218,F_F,6.726233402,Ind6,Ind30,Ind6_Ind30
2,0.959755606,-0.223848431,1.546582832,F_F,6.621405652,Ind30,Ind20,Ind20_Ind30
0,0.425952536,0.415648716,1.426285681,F_F,6.688354714,Ind24,Ind30,Ind24_Ind30
0,0.325001743,-0.223848431,-0.311082799,F_F,6.652863029,Ind8,Ind30,Ind8_Ind30
0,0.222814818,-0.223848431,-0.311082799,F_M,5.638354669,Ind30,Ind31,Ind30_Ind31
5,1.581478575,-0.223848431,1.815604532,F_F,6.891625897,Ind29,Ind30,Ind29_Ind30
5,3.055978217,0.340455095,-0.311082799,F_F,6.8134446,Ind30,Ind11,Ind11_Ind30
3,1.605222614,-0.223848431,-0.311082799,F_F,6.673297968,Ind5,Ind30,Ind5_Ind30
9,1.357940264,-0.223848431,0.632832552,M_M,6.605297921,Ind4,Ind19,Ind4_Ind19
0,1.098919072,-0.223848431,-0.311082799,F_M,6.033086222,Ind19,Ind1,Ind1_Ind19
0,0.533646137,-0.223848431,-0.311082799,F_M,6.100318952,Ind19,Ind18,Ind18_Ind19
1,1.545317297,-0.223848431,-0.311082799,F_M,5.710427017,Ind10,Ind19,Ind10_Ind19
0,0.410547977,-0.223848431,-0.311082799,M_M,5.631211782,Ind9,Ind19,Ind9_Ind19
3,0.944505563,-0.223848431,-0.311082799,F_M,6.098074282,Ind19,Ind17,Ind17_Ind19
3,0.591795854,-0.223848431,-0.311082799,M_M,6.352629396,Ind16,Ind19,Ind16_Ind19
5,0.483943323,0.174844278,-0.311082799,F_M,7.160845907,Ind19,Ind28,Ind19_Ind28
0,-0.079475413,-0.223848431,-0.311082799,F_M,7.10824414,Ind6,Ind19,Ind6_Ind19
5,0.703820331,-0.223848431,-0.311082799,F_M,6.942156706,Ind19,Ind20,Ind19_Ind20
2,0.170017261,-0.223848431,-0.311082799,F_M,7.009408933,Ind24,Ind19,Ind19_Ind24
8,0.069066468,0.727988843,0.335398614,F_M,6.983789965,Ind8,Ind19,Ind8_Ind19
0,-0.033120457,-0.223848431,-0.311082799,M_M,6.212606096,Ind31,Ind19,Ind19_Ind31
6,1.3255433,-0.223848431,0.174003045,F_M,7.271008538,Ind29,Ind19,Ind19_Ind29
21,2.800042942,0.152905941,0.200695223,F_M,7.217443432,Ind19,Ind11,Ind11_Ind19
3,1.349287339,-0.223848431,-0.311082799,F_M,7.003065459,Ind19,Ind5,Ind5_Ind19
2,-0.137083458,-0.223848431,-0.311082799,M_M,5.910796644,Ind4,Ind12,Ind4_Ind12
0,-0.39610465,-0.223848431,-0.311082799,F_M,5.33753808,Ind12,Ind1,Ind1_Ind12
0,-0.961377585,-0.223848431,-0.311082799,F_M,5.33753808,Ind12,Ind18,Ind12_Ind18
0,0.050293575,-0.223848431,-0.311082799,F_M,5.111987788,Ind12,Ind10,Ind10_Ind12
0,-1.084475745,-0.223848431,-0.311082799,M_M,4.927253685,Ind9,Ind12,Ind9_Ind12
0,-0.550518159,-0.223848431,-0.311082799,F_M,5.293304825,Ind17,Ind12,Ind12_Ind17
0,-0.903227868,-0.223848431,-0.311082799,M_M,5.780743516,Ind16,Ind12,Ind12_Ind16
8,-1.011080399,-0.223848431,-0.311082799,F_M,6.66949809,Ind28,Ind12,Ind12_Ind28
0,-1.574499135,-0.223848431,-0.311082799,F_M,6.59441346,Ind12,Ind6,Ind6_Ind12
1,-0.791203391,-0.223848431,-0.311082799,F_M,6.495265556,Ind20,Ind12,Ind12_Ind20
2,-1.325006461,-0.223848431,1.634672974,F_M,6.575075841,Ind12,Ind24,Ind12_Ind24
1,-1.425957254,-0.223848431,-0.311082799,F_M,6.504288174,Ind8,Ind12,Ind8_Ind12
0,-1.528144179,-0.223848431,-0.311082799,M_M,5.272999559,Ind12,Ind31,Ind12_Ind31
3,-0.169480422,-0.223848431,0.476223572,F_M,6.786716951,Ind12,Ind29,Ind12_Ind29
7,1.30501922,-0.223848431,0.525312218,F_M,6.726233402,Ind11,Ind12,Ind11_Ind12
1,-0.145736383,-0.223848431,-0.311082799,F_M,6.559615237,Ind5,Ind12,Ind5_Ind12
2,-0.126761226,-0.223848431,-0.311082799,F_M,5.525452939,Ind26,Ind4,Ind4_Ind26
0,-0.385782418,-0.223848431,-0.311082799,F_F,4.941642423,Ind26,Ind1,Ind1_Ind26
6,-0.951055353,-0.223848431,-0.311082799,F_F,5.068904202,Ind26,Ind18,Ind18_Ind26
1,0.060615807,-0.223848431,7.109698527,F_F,4.543294782,Ind26,Ind10,Ind10_Ind26
0,-1.074153513,-0.223848431,-0.311082799,F_M,4.644390899,Ind9,Ind26,Ind9_Ind26
0,-0.540195927,-0.223848431,-0.311082799,F_F,5.023880521,Ind17,Ind26,Ind17_Ind26
1,-0.892905636,-0.223848431,-0.311082799,F_M,5.214935758,Ind26,Ind16,Ind16_Ind26
1,-1.000758166,-0.223848431,-0.311082799,F_F,6.285998095,Ind28,Ind26,Ind26_Ind28
1,-1.564176903,-0.223848431,-0.311082799,F_F,6.188264123,Ind6,Ind26,Ind6_Ind26
2,-0.780881159,-0.223848431,-0.311082799,F_F,6.115892125,Ind26,Ind20,Ind20_Ind26
2,-1.314684229,-0.223848431,-0.311082799,F_F,6.196444128,Ind24,Ind26,Ind24_Ind26
4,-1.415635022,-0.223848431,-0.311082799,F_F,6.061456919,Ind8,Ind26,Ind8_Ind26
0,-1.517821947,-0.223848431,-0.311082799,F_M,5.332718793,Ind26,Ind31,Ind26_Ind31
2,-0.15915819,1.562294906,-0.311082799,F_F,6.354370041,Ind26,Ind29,Ind26_Ind29
2,1.315341452,-0.223848431,-0.311082799,F_F,6.29710932,Ind26,Ind11,Ind11_Ind26
1,-0.135414151,-0.223848431,-0.311082799,F_F,6.089044875,Ind5,Ind26,Ind5_Ind26
1,0.45296617,-0.223848431,-0.311082799,F_M,5.918893854,Ind4,Ind7,Ind4_Ind7
0,0.193944978,-0.223848431,-0.311082799,F_F,5.303304908,Ind7,Ind1,Ind1_Ind7
0,-0.371327956,-0.223848431,-0.311082799,F_F,5.416100402,Ind18,Ind7,Ind7_Ind18
0,0.640343203,-0.223848431,-0.311082799,F_F,4.882801923,Ind7,Ind10,Ind7_Ind10
0,-0.494426117,-0.223848431,-0.311082799,F_M,4.836281907,Ind9,Ind7,Ind7_Ind9
0,0.039531469,-0.223848431,-0.311082799,F_F,5.327876169,Ind17,Ind7,Ind7_Ind17
2,-0.31317824,-0.223848431,-0.311082799,F_M,5.638354669,Ind16,Ind7,Ind7_Ind16
7,-0.42103077,-0.223848431,-0.311082799,F_F,6.54534966,Ind28,Ind7,Ind7_Ind28
1,-0.984449506,-0.223848431,-0.311082799,F_F,6.458338283,Ind7,Ind6,Ind6_Ind7
6,-0.201153763,-0.223848431,-0.311082799,F_F,6.388561406,Ind20,Ind7,Ind7_Ind20
3,-0.734956833,-0.223848431,-0.311082799,F_F,6.450470422,Ind7,Ind24,Ind7_Ind24
1,-0.835907625,-0.223848431,-0.311082799,F_F,6.342121419,Ind8,Ind7,Ind7_Ind8
3,-0.93809455,-0.223848431,-0.311082799,F_M,5.686975356,Ind7,Ind31,Ind7_Ind31
2,0.420569207,-0.223848431,-0.311082799,F_F,6.646390515,Ind7,Ind29,Ind7_Ind29
7,1.895068848,-0.223848431,-0.311082799,F_F,6.628041376,Ind7,Ind11,Ind7_Ind11
1,0.444313245,-0.223848431,-0.311082799,F_F,6.354370041,Ind7,Ind5,Ind5_Ind7
0,0.089585047,-0.223848431,-0.311082799,F_M,5.564520407,Ind21,Ind4,Ind4_Ind21
0,-0.169436145,-0.223848431,-0.311082799,F_F,4.844187086,Ind21,Ind1,Ind1_Ind21
0,-0.73470908,-0.223848431,-0.311082799,F_F,5.093750201,Ind18,Ind21,Ind18_Ind21
1,0.27696208,-0.223848431,-0.311082799,F_F,4.574710979,Ind10,Ind21,Ind10_Ind21
0,-0.85780724,-0.223848431,-0.311082799,F_M,4.644390899,Ind9,Ind21,Ind9_Ind21
0,-0.323849654,-0.223848431,-0.311082799,F_F,5.056245805,Ind17,Ind21,Ind17_Ind21
0,-0.676559363,-0.223848431,-0.311082799,F_M,5.176149733,Ind16,Ind21,Ind16_Ind21
1,-0.784411894,-0.223848431,-0.311082799,F_F,6.458338283,Ind21,Ind28,Ind21_Ind28
0,-1.34783063,-0.223848431,-0.311082799,F_F,6.366470448,Ind6,Ind21,Ind6_Ind21
0,-0.564534886,0.728871809,-0.311082799,F_F,6.289715571,Ind20,Ind21,Ind20_Ind21
0,-1.098337956,-0.223848431,-0.311082799,F_F,6.363028104,Ind21,Ind24,Ind21_Ind24
3,-1.199288749,1.747423006,-0.311082799,F_F,6.255750042,Ind8,Ind21,Ind8_Ind21
1,-1.301475674,-0.223848431,-0.311082799,F_M,5.429345629,Ind31,Ind21,Ind21_Ind31
0,0.057188083,-0.223848431,-0.311082799,F_F,6.562444094,Ind29,Ind21,Ind21_Ind29
2,1.531687725,-0.223848431,-0.311082799,F_F,6.481577129,Ind21,Ind11,Ind11_Ind21
2,0.080932122,-0.223848431,-0.311082799,F_F,6.257667588,Ind5,Ind21,Ind5_Ind21
