Response,Joint_cooperation_score,Grooming_score,Food_sharing,Sex_combination,Observation_effort,Individual1,Individual2,Dyad
0,-0.027978897,-0.51459561,-0.223848431,F_F,4.025351691,Ind1,Ind30,Ind1_Ind30
0,-0.964280585,0.0324183,-0.223848431,F_F,4.382026635,Ind18,Ind30,Ind18_Ind30
0,-0.814472315,0.57943221,-0.223848431,F_F,4.094344562,Ind10,Ind30,Ind10_Ind30
0,-1.263897124,-0.51459561,-0.223848431,F_M,3.737669618,Ind9,Ind30,Ind9_Ind30
0,0.721062452,0.0324183,6.44519325,F_F,4.343805422,Ind17,Ind30,Ind17_Ind30
0,-1.114088855,0.57943221,-0.223848431,F_M,3.891820298,Ind30,Ind22,Ind22_Ind30
0,-1.001732652,-0.51459561,-0.223848431,F_M,4.317488114,Ind16,Ind30,Ind16_Ind30
1,-0.627211977,0.57943221,-0.223848431,F_F,5.283203729,Ind28,Ind30,Ind28_Ind30
0,-1.226445057,-0.51459561,-0.223848431,F_F,3.970291914,Ind30,Ind15,Ind15_Ind30
0,0.421445912,2.220473941,-0.223848431,F_F,5.616771098,Ind6,Ind30,Ind6_Ind30
0,0.00947317,0.0324183,3.917411322,F_F,4.820281566,Ind20,Ind30,Ind20_Ind30
0,-0.252691302,0.0324183,2.318311021,F_F,5.308267697,Ind30,Ind24,Ind24_Ind30
0,0.084377305,-0.51459561,-0.223848431,F_F,5.135798437,Ind30,Ind8,Ind8_Ind30
0,-1.301349192,-0.51459561,-0.223848431,F_M,4.553876892,Ind30,Ind31,Ind30_Ind31
0,-1.338801259,-0.51459561,-0.223848431,F_M,4.753590191,Ind30,Ind25,Ind25_Ind30
0,-0.552307842,-0.51459561,-0.223848431,F_M,4.700480366,Ind13,Ind30,Ind13_Ind30
0,0.833418655,4.408529582,-0.223848431,F_F,5.446737372,Ind29,Ind30,Ind29_Ind30
0,0.196733507,3.861515672,-0.223848431,F_F,5.225746674,Ind30,Ind11,Ind11_Ind30
0,-0.29014337,1.673460031,-0.223848431,F_F,5.153291594,Ind30,Ind5,Ind5_Ind30
0,1.125985394,0.0324183,-0.223848431,M_M,4.634728988,Ind4,Ind19,Ind4_Ind19
0,1.687766406,-0.51459561,-0.223848431,F_M,4.369447852,Ind19,Ind1,Ind1_Ind19
0,0.751464719,-0.51459561,-0.223848431,F_M,4.700480366,Ind19,Ind18,Ind18_Ind19
0,0.901272989,0.0324183,5.481887229,F_M,4.49980967,Ind10,Ind19,Ind10_Ind19
0,0.451848179,-0.51459561,-0.223848431,M_M,4.219507705,Ind9,Ind19,Ind9_Ind19
0,2.436807756,1.12644612,-0.223848431,F_M,4.65396035,Ind19,Ind17,Ind17_Ind19
0,0.601656449,0.57943221,-0.223848431,M_M,4.110873864,Ind19,Ind22,Ind19_Ind22
0,0.714012651,-0.51459561,-0.223848431,M_M,4.691347882,Ind16,Ind19,Ind16_Ind19
0,1.088533326,1.12644612,-0.223848431,F_M,5.438079309,Ind19,Ind28,Ind19_Ind28
0,0.489300246,0.0324183,-0.223848431,F_M,4.043051268,Ind15,Ind19,Ind15_Ind19
0,2.137191216,2.767487851,-0.223848431,F_M,5.780743516,Ind19,Ind6,Ind6_Ind19
0,1.725218473,2.767487851,-0.223848431,F_M,4.983606622,Ind19,Ind20,Ind19_Ind20
0,1.463054001,1.12644612,-0.223848431,F_M,5.407171771,Ind24,Ind19,Ind19_Ind24
0,1.800122608,2.767487851,-0.223848431,F_M,5.236441963,Ind19,Ind8,Ind8_Ind19
0,0.414396111,-0.51459561,-0.223848431,M_M,4.624972813,Ind31,Ind19,Ind19_Ind31
0,0.376944044,-0.51459561,-0.223848431,M_M,4.828313737,Ind19,Ind25,Ind19_Ind25
0,1.163437461,-0.51459561,-0.223848431,M_M,4.820281566,Ind19,Ind13,Ind13_Ind19
0,2.549163958,3.314501761,-0.223848431,F_M,5.521460918,Ind19,Ind29,Ind19_Ind29
0,1.912478811,7.690613043,2.068634647,F_M,5.411646052,Ind11,Ind19,Ind11_Ind19
0,1.425601933,0.0324183,-0.223848431,F_M,5.236441963,Ind19,Ind5,Ind5_Ind19
0,-1.018696236,-0.51459561,-0.223848431,M_M,4.025351691,Ind4,Ind12,Ind4_Ind12
0,-0.456915223,-0.51459561,-0.223848431,F_M,3.761200116,Ind12,Ind1,Ind1_Ind12
0,-1.39321691,-0.51459561,-0.223848431,F_M,4.110873864,Ind18,Ind12,Ind12_Ind18
0,-1.24340864,1.12644612,-0.223848431,F_M,3.761200116,Ind12,Ind10,Ind10_Ind12
0,-1.69283345,-0.51459561,-0.223848431,M_M,3.433987204,Ind9,Ind12,Ind9_Ind12
0,0.292126126,-0.51459561,-0.223848431,F_M,4.143134726,Ind12,Ind17,Ind12_Ind17
0,-1.54302518,-0.51459561,-0.223848431,M_M,3.688879454,Ind12,Ind22,Ind12_Ind22
0,-1.430668978,-0.51459561,-0.223848431,M_M,4.077537444,Ind12,Ind16,Ind12_Ind16
0,-1.056148303,-0.51459561,-0.223848431,F_M,5.062595033,Ind28,Ind12,Ind12_Ind28
0,-1.655381383,-0.51459561,-0.223848431,F_M,3.761200116,Ind15,Ind12,Ind12_Ind15
0,-0.007490413,-0.51459561,-0.223848431,F_M,5.342334252,Ind12,Ind6,Ind6_Ind12
0,-0.419463156,-0.51459561,-0.223848431,F_M,4.574710979,Ind12,Ind20,Ind12_Ind20
0,-0.681627628,-0.51459561,-0.223848431,F_M,4.96284463,Ind12,Ind24,Ind12_Ind24
0,-0.344559021,0.57943221,-0.223848431,F_M,4.727387819,Ind8,Ind12,Ind8_Ind12
0,-1.730285518,0.0324183,-0.223848431,M_M,4.276666119,Ind31,Ind12,Ind12_Ind31
0,-1.767737585,-0.51459561,-0.223848431,M_M,4.430816799,Ind25,Ind12,Ind12_Ind25
0,-0.981244168,-0.51459561,-0.223848431,M_M,4.477336814,Ind12,Ind13,Ind12_Ind13
0,0.404482329,-0.51459561,-0.223848431,F_M,5.135798437,Ind12,Ind29,Ind12_Ind29
0,-0.232202818,-0.51459561,-0.223848431,F_M,4.976733742,Ind12,Ind11,Ind11_Ind12
0,-0.719079696,-0.51459561,-0.223848431,F_M,4.812184355,Ind12,Ind5,Ind5_Ind12
0,-1.018696236,-0.51459561,-0.223848431,F_M,3.663561646,Ind4,Ind26,Ind4_Ind26
0,-0.456915223,-0.51459561,-0.223848431,F_F,2.944438979,Ind1,Ind26,Ind1_Ind26
0,-1.39321691,0.0324183,-0.223848431,F_F,3.713572067,Ind26,Ind18,Ind18_Ind26
0,-1.24340864,-0.51459561,-0.223848431,F_F,3.33220451,Ind10,Ind26,Ind10_Ind26
0,-1.69283345,-0.51459561,-0.223848431,F_M,3.36729583,Ind26,Ind9,Ind9_Ind26
0,0.292126126,-0.51459561,-0.223848431,F_F,3.713572067,Ind17,Ind26,Ind17_Ind26
0,-1.54302518,0.57943221,-0.223848431,F_M,3.465735903,Ind26,Ind22,Ind22_Ind26
0,-1.430668978,0.0324183,-0.223848431,F_M,3.871201011,Ind16,Ind26,Ind16_Ind26
0,-1.056148303,-0.51459561,-0.223848431,F_F,4.48863637,Ind28,Ind26,Ind26_Ind28
0,-1.655381383,-0.51459561,-0.223848431,F_F,3.17805383,Ind15,Ind26,Ind15_Ind26
0,-0.007490413,-0.51459561,-0.223848431,F_F,5.147494477,Ind26,Ind6,Ind6_Ind26
0,-0.419463156,-0.51459561,-0.223848431,F_F,4.343805422,Ind20,Ind26,Ind20_Ind26
0,-0.681627628,-0.51459561,-0.223848431,F_F,4.584967479,Ind26,Ind24,Ind24_Ind26
0,-0.344559021,0.0324183,-0.223848431,F_F,4.48863637,Ind26,Ind8,Ind8_Ind26
0,-1.730285518,-0.51459561,-0.223848431,F_M,3.891820298,Ind31,Ind26,Ind26_Ind31
0,-1.767737585,-0.51459561,-0.223848431,F_M,3.951243719,Ind26,Ind25,Ind25_Ind26
0,-0.981244168,0.57943221,-0.223848431,F_M,4.219507705,Ind26,Ind13,Ind13_Ind26
0,0.404482329,0.0324183,-0.223848431,F_F,4.691347882,Ind29,Ind26,Ind26_Ind29
0,-0.232202818,0.57943221,-0.223848431,F_F,4.605170186,Ind26,Ind11,Ind11_Ind26
0,-0.719079696,-0.51459561,-0.223848431,F_F,4.317488114,Ind5,Ind26,Ind5_Ind26
0,-0.732738685,-0.51459561,-0.223848431,F_M,4.17438727,Ind7,Ind4,Ind4_Ind7
0,-0.170957673,-0.51459561,-0.223848431,F_F,3.828641396,Ind7,Ind1,Ind1_Ind7
0,-1.10725936,-0.51459561,-0.223848431,F_F,4.248495242,Ind18,Ind7,Ind7_Ind18
0,-0.95745109,-0.51459561,-0.223848431,F_F,3.850147602,Ind7,Ind10,Ind7_Ind10
0,-1.4068759,-0.51459561,-0.223848431,F_M,3.610917913,Ind7,Ind9,Ind7_Ind9
0,0.578083677,-0.51459561,-0.223848431,F_F,4.158883083,Ind17,Ind7,Ind7_Ind17
0,-1.25706763,-0.51459561,10.47440593,F_M,3.871201011,Ind7,Ind22,Ind7_Ind22
0,-1.144711427,-0.51459561,-0.223848431,F_M,4.234106505,Ind7,Ind16,Ind7_Ind16
0,-0.770190753,1.673460031,-0.223848431,F_F,5.288267031,Ind28,Ind7,Ind7_Ind28
0,-1.369423832,0.0324183,-0.223848431,F_F,4.043051268,Ind15,Ind7,Ind7_Ind15
0,0.278467137,0.0324183,-0.223848431,F_F,5.686975356,Ind6,Ind7,Ind6_Ind7
0,-0.133505605,0.57943221,-0.223848431,F_F,4.844187086,Ind20,Ind7,Ind7_Ind20
0,-0.395670078,0.57943221,-0.223848431,F_F,5.247024072,Ind7,Ind24,Ind7_Ind24
0,-0.05860147,0.0324183,-0.223848431,F_F,4.9698133,Ind7,Ind8,Ind7_Ind8
0,-1.444327967,-0.51459561,-0.223848431,F_M,4.49980967,Ind7,Ind31,Ind7_Ind31
0,-1.481780035,0.0324183,-0.223848431,F_M,4.86753445,Ind7,Ind25,Ind7_Ind25
0,-0.695286618,-0.51459561,3.418110501,F_M,4.94875989,Ind13,Ind7,Ind7_Ind13
0,0.690439879,0.57943221,-0.223848431,F_F,5.463831805,Ind7,Ind29,Ind7_Ind29
0,0.053754732,-0.51459561,-0.223848431,F_F,5.252273428,Ind11,Ind7,Ind7_Ind11
0,-0.433122145,0.57943221,-0.223848431,F_F,5.303304908,Ind5,Ind7,Ind5_Ind7
0,-1.018696236,0.57943221,-0.223848431,F_M,3.912023005,Ind4,Ind21,Ind4_Ind21
0,-0.456915223,-0.51459561,-0.223848431,F_F,2.995732274,Ind21,Ind1,Ind1_Ind21
0,-1.39321691,-0.51459561,-0.223848431,F_F,3.33220451,Ind21,Ind18,Ind18_Ind21
0,-1.24340864,-0.51459561,-0.223848431,F_F,3.091042453,Ind21,Ind10,Ind10_Ind21
0,-1.69283345,0.0324183,-0.223848431,F_M,3.044522438,Ind9,Ind21,Ind9_Ind21
0,0.292126126,-0.51459561,-0.223848431,F_F,3.433987204,Ind21,Ind17,Ind17_Ind21
0,-1.54302518,-0.51459561,-0.223848431,F_M,3.091042453,Ind21,Ind22,Ind21_Ind22
0,-1.430668978,0.57943221,-0.223848431,F_M,3.931825633,Ind21,Ind16,Ind16_Ind21
0,-1.056148303,0.0324183,-0.223848431,F_F,4.927253685,Ind21,Ind28,Ind21_Ind28
0,-1.655381383,-0.51459561,-0.223848431,F_F,1.098612289,Ind15,Ind21,Ind15_Ind21
0,-0.007490413,-0.51459561,-0.223848431,F_F,5.049856007,Ind21,Ind6,Ind6_Ind21
0,-0.419463156,0.0324183,-0.223848431,F_F,4.430816799,Ind20,Ind21,Ind20_Ind21
0,-0.681627628,-0.51459561,-0.223848431,F_F,4.65396035,Ind24,Ind21,Ind21_Ind24
0,-0.344559021,0.57943221,4.320542803,F_F,4.727387819,Ind8,Ind21,Ind8_Ind21
0,-1.730285518,-0.51459561,-0.223848431,F_M,3.737669618,Ind21,Ind31,Ind21_Ind31
0,-1.767737585,-0.51459561,-0.223848431,F_M,3.610917913,Ind21,Ind25,Ind21_Ind25
0,-0.981244168,-0.51459561,-0.223848431,F_M,4.248495242,Ind13,Ind21,Ind13_Ind21
0,0.404482329,2.767487851,2.926557762,F_F,5.093750201,Ind29,Ind21,Ind21_Ind29
0,-0.232202818,2.767487851,5.889439777,F_F,4.430816799,Ind11,Ind21,Ind11_Ind21
0,-0.719079696,-0.51459561,-0.223848431,F_F,4.744932128,Ind21,Ind5,Ind5_Ind21
0,0.000965841,-0.197794841,-0.223848431,F_M,6.311734809,Ind3,Ind4,Ind3_Ind4
0,0.162896002,-0.51459561,1.327560056,F_F,5.802118375,Ind3,Ind1,Ind1_Ind3
0,-0.30490224,-0.51459561,-0.223848431,F_F,5.877735782,Ind18,Ind3,Ind3_Ind18
0,0.018958081,-0.197794841,-0.223848431,F_F,5.459585514,Ind3,Ind10,Ind3_Ind10
0,-0.48482464,-0.51459561,-0.223848431,F_M,5.480638923,Ind9,Ind3,Ind3_Ind9
0,0.270849442,-0.51459561,-0.223848431,F_F,5.828945618,Ind3,Ind17,Ind3_Ind17
0,-0.28691,-0.51459561,-0.223848431,F_M,6.086774727,Ind16,Ind3,Ind3_Ind16
1,0.468764083,0.119005929,-0.223848431,F_F,6.918695219,Ind3,Ind28,Ind3_Ind28
2,0.972546804,-0.197794841,0.288131837,F_F,6.910750788,Ind6,Ind3,Ind3_Ind6
2,0.738647683,-0.197794841,2.112971634,F_F,6.778784898,Ind20,Ind3,Ind3_Ind20
5,0.432779602,0.752607468,-0.223848431,F_F,6.828712072,Ind3,Ind24,Ind3_Ind24
3,0.540733043,-0.51459561,-0.223848431,F_F,6.786716951,Ind3,Ind8,Ind3_Ind8
0,-0.556793601,-0.51459561,-0.223848431,F_M,6.047372179,Ind3,Ind31,Ind3_Ind31
1,1.764205366,1.703009777,-0.223848431,F_F,7.050989447,Ind29,Ind3,Ind3_Ind29
2,0.918570084,0.119005929,0.244261149,F_F,7.00033446,Ind11,Ind3,Ind3_Ind11
2,0.288841682,-0.51459561,-0.223848431,F_F,6.833031733,Ind3,Ind5,Ind3_Ind5
0,-0.804276587,-0.51459561,-0.223848431,F_M,5.834810737,Ind23,Ind4,Ind4_Ind23
0,-0.642346426,-0.51459561,-0.223848431,F_F,5.293304825,Ind1,Ind23,Ind1_Ind23
0,-1.110144667,-0.51459561,-0.223848431,F_F,5.220355825,Ind23,Ind18,Ind18_Ind23
0,-0.786284346,-0.51459561,-0.223848431,F_F,4.804021045,Ind23,Ind10,Ind10_Ind23
0,-1.290067068,-0.51459561,-0.223848431,F_M,4.787491743,Ind23,Ind9,Ind9_Ind23
0,-0.534392986,-0.51459561,-0.223848431,F_F,5.18178355,Ind17,Ind23,Ind17_Ind23
0,-1.092152427,-0.51459561,-0.223848431,F_M,5.66296048,Ind16,Ind23,Ind16_Ind23
0,-0.336478345,-0.197794841,-0.223848431,F_F,6.317164687,Ind23,Ind28,Ind23_Ind28
0,0.167304376,0.752607468,-0.223848431,F_F,6.154858094,Ind23,Ind6,Ind6_Ind23
0,-0.066594744,0.752607468,-0.223848431,F_F,6.09356977,Ind23,Ind20,Ind20_Ind23
0,-0.372462825,-0.51459561,-0.223848431,F_F,6.263398263,Ind24,Ind23,Ind23_Ind24
1,-0.264509385,0.752607468,-0.223848431,F_F,6.163314804,Ind8,Ind23,Ind8_Ind23
0,-1.362036028,-0.51459561,-0.223848431,F_M,4.624972813,Ind23,Ind31,Ind23_Ind31
0,0.958962939,2.970212856,-0.223848431,F_F,6.43775165,Ind23,Ind29,Ind23_Ind29
0,0.113327656,1.069408238,-0.223848431,F_F,6.413458957,Ind11,Ind23,Ind11_Ind23
0,-0.516400746,-0.51459561,-0.223848431,F_F,6.148468296,Ind23,Ind5,Ind5_Ind23
0,-0.028857953,-0.51459561,-0.223848431,F_M,5.857933154,Ind4,Ind2,Ind2_Ind4
0,0.133072208,-0.197794841,-0.223848431,F_F,5.252273428,Ind1,Ind2,Ind1_Ind2
0,-0.334726033,-0.51459561,-0.223848431,F_F,5.293304825,Ind18,Ind2,Ind2_Ind18
0,-0.010865712,-0.51459561,-0.223848431,F_F,4.795790546,Ind2,Ind10,Ind2_Ind10
0,-0.514648434,-0.51459561,-0.223848431,F_M,4.820281566,Ind9,Ind2,Ind2_Ind9
0,0.241025648,0.119005929,-0.223848431,F_F,5.288267031,Ind17,Ind2,Ind2_Ind17
0,-0.316733793,-0.51459561,-0.223848431,F_M,5.66296048,Ind2,Ind16,Ind2_Ind16
1,0.438940289,0.119005929,-0.223848431,F_F,6.575075841,Ind28,Ind2,Ind2_Ind28
1,0.94272301,-0.51459561,-0.223848431,F_F,6.523562306,Ind2,Ind6,Ind2_Ind6
2,0.70882389,-0.51459561,-0.223848431,F_F,6.381816017,Ind20,Ind2,Ind2_Ind20
2,0.402955809,-0.51459561,-0.223848431,F_F,6.49677499,Ind2,Ind24,Ind2_Ind24
2,0.510909249,0.119005929,-0.223848431,F_F,6.419994928,Ind2,Ind8,Ind2_Ind8
0,-0.586617394,-0.51459561,-0.223848431,F_M,5.38907173,Ind31,Ind2,Ind2_Ind31
