Response,Joint_cooperation_score,Grooming,Coalition,Sex_combination,Observation_effort,Individual1,Individual2,Dyad
0,0.371751002,-0.51459561,-0.311082799,F_M,5.38907173,Ind31,Ind2,Ind2_Ind31
0,1.178141306,-0.197794841,0.535462643,F_F,6.71417053,Ind2,Ind29,Ind2_Ind29
0,1.097502276,0.119005929,0.636680033,F_F,6.601230119,Ind2,Ind11,Ind2_Ind11
0,1.258780337,-0.51459561,-0.311082799,F_F,6.464588304,Ind5,Ind2,Ind2_Ind5
0,-1.091543102,-0.51459561,2.298219363,F_M,6.687108608,Ind4,Ind14,Ind4_Ind14
1,0.279320415,-0.51459561,4.076045784,F_F,6.167516491,Ind1,Ind14,Ind1_Ind14
0,-0.60770892,-0.51459561,-0.311082799,F_F,6.206575927,Ind18,Ind14,Ind14_Ind18
0,-0.285152798,-0.51459561,-0.311082799,F_F,5.886104031,Ind10,Ind14,Ind10_Ind14
0,-1.172182133,-0.51459561,-0.311082799,F_M,5.758901774,Ind14,Ind9,Ind9_Ind14
0,-0.768986981,-0.51459561,2.524500309,F_F,6.198478716,Ind14,Ind17,Ind14_Ind17
0,-1.172182133,-0.51459561,0.773759261,F_M,6.466144724,Ind16,Ind14,Ind14_Ind16
1,-0.285152798,-0.51459561,3.561140922,F_F,7.139660336,Ind14,Ind28,Ind14_Ind28
0,-0.285152798,0.435806699,5.32343614,F_F,7.121252453,Ind6,Ind14,Ind6_Ind14
1,1.488905872,-0.197794841,4.308476437,F_F,6.963189986,Ind20,Ind14,Ind14_Ind20
0,-0.930265041,-0.197794841,3.405898256,F_F,7.026426809,Ind14,Ind24,Ind14_Ind24
0,0.279320415,2.019810547,2.270058532,F_F,6.985641818,Ind8,Ind14,Ind8_Ind14
0,-1.172182133,-0.51459561,-0.311082799,F_M,6.251903883,Ind31,Ind14,Ind14_Ind31
0,-0.365791828,1.703009777,3.602260509,F_F,7.262628601,Ind14,Ind29,Ind14_Ind29
0,-0.446430859,2.019810547,1.242488347,F_F,7.205635176,Ind11,Ind14,Ind11_Ind14
0,-0.285152798,-0.51459561,0.932327976,F_F,7.022868086,Ind5,Ind14,Ind5_Ind14
0,-0.862812268,-0.51459561,-0.311082799,M_M,6.12249281,Ind27,Ind4,Ind4_Ind27
0,0.50805125,-0.51459561,-0.311082799,F_M,5.517452896,Ind27,Ind1,Ind1_Ind27
0,-0.378978085,-0.51459561,-0.311082799,F_M,5.638354669,Ind18,Ind27,Ind18_Ind27
0,-0.056421963,-0.51459561,-0.311082799,F_M,5.147494477,Ind10,Ind27,Ind10_Ind27
0,-0.943451298,-0.51459561,-0.311082799,M_M,5.117993812,Ind9,Ind27,Ind9_Ind27
0,-0.540256146,0.119005929,-0.311082799,F_M,5.645446898,Ind27,Ind17,Ind17_Ind27
0,-0.943451298,-0.51459561,-0.311082799,M_M,5.869296913,Ind16,Ind27,Ind16_Ind27
0,-0.056421963,0.119005929,-0.311082799,F_M,6.833031733,Ind27,Ind28,Ind27_Ind28
0,-0.056421963,-0.197794841,-0.311082799,F_M,6.779921907,Ind6,Ind27,Ind6_Ind27
0,1.717636707,-0.197794841,-0.311082799,F_M,6.617402978,Ind27,Ind20,Ind20_Ind27
0,-0.701534207,-0.51459561,-0.311082799,F_M,6.670766321,Ind27,Ind24,Ind24_Ind27
0,0.50805125,-0.51459561,-0.311082799,F_M,6.628041376,Ind27,Ind8,Ind8_Ind27
0,-0.943451298,-0.51459561,-0.311082799,M_M,5.814130532,Ind31,Ind27,Ind27_Ind31
0,-0.137060994,0.435806699,0.378199261,F_M,6.91968385,Ind27,Ind29,Ind27_Ind29
0,-0.217700024,5.504619013,-0.311082799,F_M,6.88550967,Ind27,Ind11,Ind11_Ind27
0,-0.056421963,-0.51459561,-0.311082799,F_M,6.673297968,Ind27,Ind5,Ind5_Ind27
0,0.10929378,-0.51459561,-0.311082799,F_M,6.150602768,Ind4,Ind30,Ind4_Ind30
0,1.480157298,-0.51459561,2.331165097,F_F,5.575949103,Ind1,Ind30,Ind1_Ind30
0,0.593127963,-0.51459561,-0.311082799,F_F,5.648974238,Ind30,Ind18,Ind18_Ind30
0,0.915684085,-0.51459561,-0.311082799,F_F,5.176149733,Ind10,Ind30,Ind10_Ind30
0,0.02865475,-0.51459561,-0.311082799,F_M,5.272999559,Ind30,Ind9,Ind9_Ind30
0,0.431849902,-0.51459561,-0.311082799,F_F,5.613128106,Ind17,Ind30,Ind17_Ind30
0,0.02865475,-0.51459561,-0.311082799,F_M,5.899897354,Ind30,Ind16,Ind16_Ind30
1,0.915684085,-0.51459561,0.454618018,F_F,6.814542897,Ind28,Ind30,Ind28_Ind30
0,0.915684085,0.119005929,0.525312218,F_F,6.726233402,Ind6,Ind30,Ind6_Ind30
0,2.689742754,0.119005929,1.546582832,F_F,6.621405652,Ind30,Ind20,Ind20_Ind30
1,0.270571841,-0.51459561,1.426285681,F_F,6.688354714,Ind24,Ind30,Ind24_Ind30
0,1.480157298,-0.51459561,-0.311082799,F_F,6.652863029,Ind8,Ind30,Ind8_Ind30
0,0.02865475,-0.51459561,-0.311082799,F_M,5.638354669,Ind30,Ind31,Ind30_Ind31
0,0.835045054,1.069408238,1.815604532,F_F,6.891625897,Ind29,Ind30,Ind29_Ind30
1,0.754406024,1.069408238,-0.311082799,F_F,6.8134446,Ind30,Ind11,Ind11_Ind30
0,0.915684085,0.435806699,-0.311082799,F_F,6.673297968,Ind5,Ind30,Ind5_Ind30
0,-0.576898724,2.336611316,0.632832552,M_M,6.605297921,Ind4,Ind19,Ind4_Ind19
0,0.793964793,-0.51459561,-0.311082799,F_M,6.033086222,Ind19,Ind1,Ind1_Ind19
0,-0.093064541,-0.51459561,-0.311082799,F_M,6.100318952,Ind19,Ind18,Ind18_Ind19
0,0.22949158,-0.197794841,-0.311082799,F_M,5.710427017,Ind10,Ind19,Ind10_Ind19
0,-0.657537755,-0.51459561,-0.311082799,M_M,5.631211782,Ind9,Ind19,Ind9_Ind19
0,-0.254342602,0.435806699,-0.311082799,F_M,6.098074282,Ind19,Ind17,Ind17_Ind19
0,-0.657537755,0.435806699,-0.311082799,M_M,6.352629396,Ind16,Ind19,Ind16_Ind19
1,0.22949158,1.069408238,-0.311082799,F_M,7.160845907,Ind19,Ind28,Ind19_Ind28
0,0.22949158,-0.51459561,-0.311082799,F_M,7.10824414,Ind6,Ind19,Ind6_Ind19
0,2.00355025,1.069408238,-0.311082799,F_M,6.942156706,Ind19,Ind20,Ind19_Ind20
0,-0.415620663,0.119005929,-0.311082799,F_M,7.009408933,Ind24,Ind19,Ind19_Ind24
2,0.793964793,2.019810547,0.335398614,F_M,6.983789965,Ind8,Ind19,Ind8_Ind19
0,-0.657537755,-0.51459561,-0.311082799,M_M,6.212606096,Ind31,Ind19,Ind19_Ind31
0,0.14885255,1.386209008,0.174003045,F_M,7.271008538,Ind29,Ind19,Ind19_Ind29
1,0.068213519,6.138220552,0.200695223,F_M,7.217443432,Ind19,Ind11,Ind11_Ind19
0,0.22949158,0.435806699,-0.311082799,F_M,7.003065459,Ind19,Ind5,Ind5_Ind19
0,-1.320273937,0.119005929,-0.311082799,M_M,5.910796644,Ind4,Ind12,Ind4_Ind12
0,0.05058958,-0.51459561,-0.311082799,F_M,5.33753808,Ind12,Ind1,Ind1_Ind12
0,-0.836439754,-0.51459561,-0.311082799,F_M,5.33753808,Ind12,Ind18,Ind12_Ind18
0,-0.513883633,-0.51459561,-0.311082799,F_M,5.111987788,Ind12,Ind10,Ind10_Ind12
0,-1.400912968,-0.51459561,-0.311082799,M_M,4.927253685,Ind9,Ind12,Ind9_Ind12
0,-0.997717815,-0.51459561,-0.311082799,F_M,5.293304825,Ind17,Ind12,Ind12_Ind17
0,-1.400912968,-0.51459561,-0.311082799,M_M,5.780743516,Ind16,Ind12,Ind12_Ind16
0,-0.513883633,2.019810547,-0.311082799,F_M,6.66949809,Ind28,Ind12,Ind12_Ind28
0,-0.513883633,-0.51459561,-0.311082799,F_M,6.59441346,Ind12,Ind6,Ind6_Ind12
0,1.260175037,-0.197794841,-0.311082799,F_M,6.495265556,Ind20,Ind12,Ind12_Ind20
0,-1.158995876,0.119005929,1.634672974,F_M,6.575075841,Ind12,Ind24,Ind12_Ind24
0,0.05058958,-0.197794841,-0.311082799,F_M,6.504288174,Ind8,Ind12,Ind8_Ind12
0,-1.400912968,-0.51459561,-0.311082799,M_M,5.272999559,Ind12,Ind31,Ind12_Ind31
0,-0.594522663,0.435806699,0.476223572,F_M,6.786716951,Ind12,Ind29,Ind12_Ind29
0,-0.675161694,1.703009777,0.525312218,F_M,6.726233402,Ind11,Ind12,Ind11_Ind12
0,-0.513883633,-0.197794841,-0.311082799,F_M,6.559615237,Ind5,Ind12,Ind5_Ind12
0,-0.290985181,0.119005929,-0.311082799,F_M,5.525452939,Ind26,Ind4,Ind4_Ind26
0,1.079878337,-0.51459561,-0.311082799,F_F,4.941642423,Ind26,Ind1,Ind1_Ind26
0,0.192849002,1.386209008,-0.311082799,F_F,5.068904202,Ind26,Ind18,Ind18_Ind26
0,0.515405124,-0.197794841,7.109698527,F_F,4.543294782,Ind26,Ind10,Ind10_Ind26
0,-0.371624211,-0.51459561,-0.311082799,F_M,4.644390899,Ind9,Ind26,Ind9_Ind26
0,0.031570941,-0.51459561,-0.311082799,F_F,5.023880521,Ind17,Ind26,Ind17_Ind26
0,-0.371624211,-0.197794841,-0.311082799,F_M,5.214935758,Ind26,Ind16,Ind16_Ind26
0,0.515405124,-0.197794841,-0.311082799,F_F,6.285998095,Ind28,Ind26,Ind26_Ind28
0,0.515405124,-0.197794841,-0.311082799,F_F,6.188264123,Ind6,Ind26,Ind6_Ind26
0,2.289463794,0.119005929,-0.311082799,F_F,6.115892125,Ind26,Ind20,Ind20_Ind26
0,-0.12970712,0.119005929,-0.311082799,F_F,6.196444128,Ind24,Ind26,Ind24_Ind26
0,1.079878337,0.752607468,-0.311082799,F_F,6.061456919,Ind8,Ind26,Ind8_Ind26
0,-0.371624211,-0.51459561,-0.311082799,F_M,5.332718793,Ind26,Ind31,Ind26_Ind31
2,0.434766093,0.119005929,-0.311082799,F_F,6.354370041,Ind26,Ind29,Ind26_Ind29
0,0.354127063,0.119005929,-0.311082799,F_F,6.29710932,Ind26,Ind11,Ind11_Ind26
0,0.515405124,-0.197794841,-0.311082799,F_F,6.089044875,Ind5,Ind26,Ind5_Ind26
0,-0.805629559,-0.197794841,-0.311082799,F_M,5.918893854,Ind4,Ind7,Ind4_Ind7
0,0.565233959,-0.51459561,-0.311082799,F_F,5.303304908,Ind7,Ind1,Ind1_Ind7
0,-0.321795376,-0.51459561,-0.311082799,F_F,5.416100402,Ind18,Ind7,Ind7_Ind18
0,0.000760746,-0.51459561,-0.311082799,F_F,4.882801923,Ind7,Ind10,Ind7_Ind10
0,-0.886268589,-0.51459561,-0.311082799,F_M,4.836281907,Ind9,Ind7,Ind7_Ind9
0,-0.483073437,-0.51459561,-0.311082799,F_F,5.327876169,Ind17,Ind7,Ind7_Ind17
0,-0.886268589,0.119005929,-0.311082799,F_M,5.638354669,Ind16,Ind7,Ind7_Ind16
0,0.000760746,1.703009777,-0.311082799,F_F,6.54534966,Ind28,Ind7,Ind7_Ind28
0,0.000760746,-0.197794841,-0.311082799,F_F,6.458338283,Ind7,Ind6,Ind6_Ind7
0,1.774819415,1.386209008,-0.311082799,F_F,6.388561406,Ind20,Ind7,Ind7_Ind20
0,-0.644351498,0.435806699,-0.311082799,F_F,6.450470422,Ind7,Ind24,Ind7_Ind24
0,0.565233959,-0.197794841,-0.311082799,F_F,6.342121419,Ind8,Ind7,Ind7_Ind8
0,-0.886268589,0.435806699,-0.311082799,F_M,5.686975356,Ind7,Ind31,Ind7_Ind31
0,-0.079878285,0.119005929,-0.311082799,F_F,6.646390515,Ind7,Ind29,Ind7_Ind29
0,-0.160517315,1.703009777,-0.311082799,F_F,6.628041376,Ind7,Ind11,Ind7_Ind11
0,0.000760746,-0.197794841,-0.311082799,F_F,6.354370041,Ind7,Ind5,Ind5_Ind7
0,-0.919994976,-0.51459561,-0.311082799,F_M,5.564520407,Ind21,Ind4,Ind4_Ind21
0,0.450868541,-0.51459561,-0.311082799,F_F,4.844187086,Ind21,Ind1,Ind1_Ind21
0,-0.436160794,-0.51459561,-0.311082799,F_F,5.093750201,Ind18,Ind21,Ind18_Ind21
0,-0.113604672,-0.197794841,-0.311082799,F_F,4.574710979,Ind10,Ind21,Ind10_Ind21
0,-1.000634007,-0.51459561,-0.311082799,F_M,4.644390899,Ind9,Ind21,Ind9_Ind21
0,-0.597438854,-0.51459561,-0.311082799,F_F,5.056245805,Ind17,Ind21,Ind17_Ind21
0,-1.000634007,-0.51459561,-0.311082799,F_M,5.176149733,Ind16,Ind21,Ind16_Ind21
0,-0.113604672,-0.197794841,-0.311082799,F_F,6.458338283,Ind21,Ind28,Ind21_Ind28
0,-0.113604672,-0.51459561,-0.311082799,F_F,6.366470448,Ind6,Ind21,Ind6_Ind21
1,1.660453998,-0.51459561,-0.311082799,F_F,6.289715571,Ind20,Ind21,Ind20_Ind21
0,-0.758716915,-0.51459561,-0.311082799,F_F,6.363028104,Ind21,Ind24,Ind21_Ind24
2,0.450868541,0.435806699,-0.311082799,F_F,6.255750042,Ind8,Ind21,Ind8_Ind21
0,-1.000634007,-0.197794841,-0.311082799,F_M,5.429345629,Ind31,Ind21,Ind21_Ind31
0,-0.194243702,-0.51459561,-0.311082799,F_F,6.562444094,Ind29,Ind21,Ind21_Ind29
0,-0.274882733,0.119005929,-0.311082799,F_F,6.481577129,Ind21,Ind11,Ind11_Ind21
0,-0.113604672,0.119005929,-0.311082799,F_F,6.257667588,Ind5,Ind21,Ind5_Ind21
